date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Maine.1
10/4/2020,-20,-17,-30,-19,-32,-27,-24,-24,-46,-27,-25,-34,-20,-26,-19,-17,-20,-22,-22,-17,-31,-30,-23,-25,-18,-20,-16,-18,-29,-19,-30,-27,-30,-25,-19,-21,-19,-27,-25,-24,-21,-15,-21,-27,-26,-22,-28,-31,-18,-21,-15,null
10/5/2020,-20,-17,-31,-20,-32,-27,-24,-25,-46,-27,-25,-35,-21,-25,-19,-17,-20,-23,-22,-17,-31,-30,-23,-26,-18,-20,-16,-18,-29,-19,-30,-27,-30,-25,-19,-21,-19,-27,-25,-23,-21,-15,-21,-27,-26,-22,-28,-31,-19,-21,-15,null
10/6/2020,-20,-18,-31,-20,-32,-27,-24,-25,-46,-27,-25,-35,-21,-26,-20,-17,-20,-23,-22,-17,-31,-30,-23,-26,-18,-20,-16,-18,-29,-19,-30,-28,-30,-25,-19,-21,-20,-27,-25,-24,-21,-15,-22,-27,-27,-22,-28,-31,-19,-21,-15,null
10/7/2020,-20,-17,-31,-20,-32,-27,-24,-24,-46,-27,-25,-36,-20,-25,-20,-17,-19,-23,-22,-17,-31,-30,-23,-26,-18,-20,-16,-18,-29,-19,-30,-27,-30,-25,-19,-21,-19,-27,-25,-23,-21,-15,-22,-27,-27,-22,-28,-31,-18,-21,-15,null
10/8/2020,-21,-18,-31,-20,-32,-27,-24,-24,-46,-27,-25,-36,-20,-26,-20,-17,-19,-24,-22,-17,-31,-30,-23,-26,-19,-20,-16,-18,-29,-19,-30,-28,-30,-25,-19,-21,-19,-28,-25,-23,-21,-15,-23,-27,-27,-22,-28,-31,-18,-21,-15,null
10/9/2020,-21,-18,-32,-20,-32,-28,-24,-25,-47,-27,-26,-37,-20,-26,-20,-17,-20,-24,-26,-17,-31,-30,-23,-26,-19,-20,-16,-19,-30,-19,-30,-28,-30,-25,-19,-21,-20,-28,-25,-24,-21,-15,-23,-27,-27,-22,-29,-31,-19,-21,-15,null
10/10/2020,-21,-18,-32,-20,-32,-27,-24,-25,-47,-27,-26,-37,-21,-26,-20,-16,-20,-24,-28,-17,-31,-30,-23,-25,-20,-20,-16,-18,-30,-19,-30,-28,-30,-25,-18,-21,-20,-28,-25,-24,-21,-15,-24,-27,-26,-22,-29,-31,-19,-21,-15,null
10/11/2020,-21,-18,-31,-19,-32,-27,-24,-25,-47,-27,-26,-37,-21,-25,-20,-16,-19,-24,-28,-17,-31,-30,-22,-25,-19,-20,-17,-18,-29,-19,-30,-28,-30,-25,-18,-21,-19,-28,-25,-24,-21,-15,-24,-27,-26,-22,-29,-31,-19,-21,-15,null
10/12/2020,-22,-19,-32,-19,-32,-28,-26,-26,-49,-27,-27,-38,-21,-26,-20,-17,-20,-24,-29,-19,-32,-33,-22,-25,-20,-20,-18,-19,-30,-22,-31,-29,-32,-26,-19,-21,-20,-28,-26,-28,-21,-17,-24,-28,-26,-23,-30,-32,-19,-21,-15,null
10/13/2020,-22,-19,-32,-19,-32,-28,-26,-25,-49,-27,-27,-37,-21,-26,-20,-17,-20,-23,-29,-19,-32,-33,-22,-25,-20,-20,-18,-19,-29,-22,-31,-29,-32,-26,-19,-21,-20,-28,-26,-29,-21,-17,-24,-28,-26,-23,-30,-32,-19,-21,-15,null
10/14/2020,-22,-19,-31,-19,-32,-28,-26,-25,-49,-27,-27,-37,-21,-26,-20,-16,-20,-23,-29,-19,-32,-33,-22,-25,-20,-20,-18,-19,-29,-22,-31,-29,-31,-26,-18,-21,-20,-28,-26,-29,-21,-17,-24,-28,-26,-23,-30,-32,-19,-21,-15,null
10/15/2020,-22,-19,-31,-19,-32,-28,-26,-25,-49,-27,-27,-36,-21,-26,-21,-16,-20,-23,-28,-19,-32,-33,-22,-26,-20,-20,-19,-19,-29,-22,-30,-29,-31,-25,-18,-21,-21,-28,-26,-28,-21,-17,-24,-27,-27,-23,-29,-32,-19,-21,-15,null
10/16/2020,-21,-19,-31,-19,-32,-28,-26,-25,-49,-27,-27,-35,-21,-26,-21,-16,-20,-22,-25,-19,-32,-33,-22,-27,-20,-20,-20,-20,-29,-21,-31,-29,-31,-25,-18,-21,-22,-28,-26,-28,-21,-16,-24,-27,-28,-23,-29,-31,-19,-21,-16,null
10/17/2020,-21,-19,-31,-19,-32,-29,-26,-25,-49,-27,-27,-35,-21,-26,-21,-17,-20,-22,-23,-19,-32,-33,-23,-28,-19,-20,-21,-20,-29,-22,-31,-29,-31,-25,-18,-21,-22,-28,-26,-28,-21,-17,-24,-27,-29,-23,-29,-31,-19,-21,-17,null
10/18/2020,-21,-19,-31,-19,-32,-29,-26,-25,-48,-27,-26,-35,-21,-27,-22,-17,-20,-22,-23,-19,-32,-33,-23,-28,-19,-21,-21,-20,-29,-22,-30,-29,-31,-25,-18,-21,-23,-27,-26,-28,-21,-17,-24,-27,-29,-23,-29,-31,-19,-21,-17,null
10/19/2020,-19,-19,-30,-19,-32,-28,-24,-24,-47,-27,-25,-34,-20,-26,-21,-17,-20,-22,-22,-17,-31,-31,-23,-28,-18,-20,-20,-19,-28,-19,-29,-28,-29,-24,-18,-21,-22,-27,-25,-24,-20,-15,-23,-26,-29,-22,-28,-31,-18,-21,-16,null
10/20/2020,-19,-19,-30,-19,-32,-28,-24,-24,-47,-26,-25,-34,-20,-26,-21,-17,-20,-22,-21,-17,-30,-30,-23,-28,-17,-20,-20,-19,-28,-19,-29,-28,-29,-24,-18,-21,-22,-27,-25,-24,-20,-15,-22,-26,-29,-22,-28,-31,-18,-21,-16,null
10/21/2020,-19,-19,-29,-19,-32,-28,-24,-24,-47,-26,-25,-34,-20,-26,-21,-17,-20,-22,-21,-17,-30,-30,-23,-28,-17,-20,-20,-19,-28,-19,-29,-28,-29,-24,-18,-21,-22,-27,-25,-24,-20,-15,-22,-26,-29,-22,-28,-31,-18,-21,-16,null
10/22/2020,-19,-19,-29,-19,-32,-28,-24,-24,-47,-26,-25,-34,-20,-26,-21,-17,-19,-22,-21,-16,-30,-30,-23,-27,-17,-20,-19,-19,-28,-19,-29,-28,-29,-24,-19,-21,-21,-27,-25,-24,-20,-15,-21,-26,-28,-21,-28,-31,-17,-21,-16,null
10/23/2020,-19,-19,-29,-19,-32,-28,-23,-24,-46,-26,-24,-34,-20,-26,-21,-16,-19,-21,-21,-16,-30,-30,-23,-27,-17,-20,-18,-19,-28,-19,-28,-28,-28,-24,-21,-21,-19,-27,-24,-24,-20,-15,-20,-26,-27,-21,-28,-31,-17,-21,-16,null
10/24/2020,-19,-19,-29,-19,-32,-28,-23,-24,-46,-26,-24,-33,-20,-26,-21,-16,-19,-21,-21,-16,-30,-30,-23,-26,-18,-20,-19,-19,-28,-19,-28,-28,-28,-24,-21,-21,-19,-27,-24,-24,-20,-15,-20,-26,-27,-21,-27,-31,-17,-21,-16,null
10/25/2020,-20,-19,-29,-19,-32,-29,-23,-24,-47,-26,-24,-33,-20,-26,-20,-16,-19,-21,-21,-16,-31,-30,-22,-26,-18,-20,-19,-19,-28,-19,-29,-28,-28,-24,-21,-21,-19,-27,-25,-24,-20,-16,-20,-26,-27,-21,-28,-31,-18,-21,-17,null
10/26/2020,-19,-18,-29,-19,-32,-31,-23,-24,-47,-26,-24,-33,-20,-26,-20,-16,-20,-21,-21,-16,-31,-30,-22,-26,-18,-20,-19,-19,-28,-19,-29,-29,-28,-24,-21,-20,-19,-27,-25,-24,-20,-16,-20,-26,-27,-21,-28,-31,-18,-21,-17,null
10/27/2020,-19,-19,-28,-19,-32,-31,-23,-24,-47,-26,-24,-33,-20,-26,-20,-16,-20,-21,-21,-16,-31,-30,-23,-26,-18,-20,-20,-19,-28,-19,-29,-31,-28,-24,-21,-20,-22,-27,-25,-24,-20,-16,-20,-26,-26,-21,-28,-31,-18,-21,-17,null
10/28/2020,-20,-19,-28,-19,-32,-32,-23,-24,-47,-26,-24,-33,-20,-26,-20,-16,-20,-21,-23,-16,-31,-30,-23,-26,-18,-20,-20,-19,-28,-19,-29,-32,-28,-24,-21,-20,-24,-27,-25,-24,-20,-16,-20,-26,-26,-21,-28,-31,-18,-21,-17,null
10/29/2020,-21,-19,-28,-19,-32,-31,-24,-25,-48,-26,-26,-33,-20,-26,-19,-16,-20,-22,-24,-16,-31,-30,-23,-25,-20,-20,-20,-19,-28,-19,-29,-32,-28,-24,-19,-20,-25,-27,-25,-24,-21,-16,-20,-26,-26,-21,-28,-31,-18,-21,-17,null
10/30/2020,-21,-19,-28,-19,-32,-31,-24,-25,-48,-26,-26,-33,-20,-26,-19,-16,-20,-22,-25,-16,-31,-31,-23,-25,-21,-20,-19,-19,-29,-19,-29,-32,-29,-24,-18,-20,-26,-27,-25,-25,-21,-16,-20,-26,-25,-22,-28,-30,-18,-21,-17,null
10/31/2020,-21,-19,-28,-19,-32,-31,-24,-25,-47,-26,-26,-32,-20,-26,-19,-16,-20,-22,-25,-16,-31,-31,-23,-25,-21,-20,-18,-19,-29,-20,-30,-32,-29,-24,-18,-20,-25,-27,-25,-25,-21,-15,-20,-26,-25,-22,-28,-30,-18,-21,-17,null
11/1/2020,-21,-19,-28,-19,-32,-30,-25,-25,-47,-26,-25,-32,-20,-27,-19,-16,-20,-22,-25,-17,-31,-32,-23,-25,-21,-20,-17,-18,-29,-20,-30,-32,-29,-24,-18,-21,-25,-27,-25,-25,-20,-14,-20,-26,-25,-22,-28,-30,-18,-22,-16,null
11/2/2020,-21,-20,-28,-19,-31,-27,-25,-25,-47,-25,-25,-33,-20,-27,-19,-16,-19,-22,-25,-17,-31,-32,-24,-25,-21,-20,-17,-18,-29,-20,-30,-31,-29,-24,-18,-21,-24,-27,-25,-25,-21,-14,-20,-26,-25,-22,-28,-30,-18,-22,-15,null
11/3/2020,-21,-20,-28,-18,-31,-27,-25,-26,-47,-26,-26,-34,-20,-28,-20,-16,-19,-23,-27,-18,-32,-32,-24,-25,-21,-20,-17,-19,-29,-21,-31,-29,-30,-24,-18,-21,-21,-27,-26,-26,-22,-15,-21,-26,-25,-23,-28,-30,-19,-22,-15,null
11/4/2020,-21,-20,-28,-18,-31,-27,-25,-27,-48,-26,-26,-34,-20,-28,-20,-17,-19,-23,-25,-18,-32,-32,-24,-26,-20,-20,-17,-19,-29,-21,-31,-29,-30,-24,-19,-21,-19,-27,-26,-26,-22,-15,-20,-26,-25,-23,-29,-30,-19,-22,-16,null
11/5/2020,-19,-20,-28,-18,-31,-28,-25,-26,-47,-26,-25,-34,-20,-28,-20,-17,-19,-22,-23,-18,-31,-32,-24,-26,-19,-20,-17,-19,-29,-21,-31,-29,-30,-24,-19,-21,-18,-27,-26,-26,-21,-15,-20,-25,-25,-22,-28,-30,-19,-22,-16,null
11/6/2020,-18,-21,-28,-18,-31,-28,-25,-26,-47,-25,-24,-34,-20,-28,-20,-17,-19,-22,-22,-18,-31,-31,-24,-26,-18,-20,-18,-20,-28,-20,-32,-29,-29,-24,-19,-21,-18,-27,-25,-25,-21,-15,-20,-25,-25,-22,-28,-30,-19,-22,-16,null
11/7/2020,-18,-21,-28,-18,-32,-28,-25,-26,-47,-25,-24,-34,-20,-28,-20,-17,-19,-22,-22,-18,-31,-31,-24,-27,-17,-20,-18,-20,-28,-20,-31,-29,-29,-24,-20,-21,-18,-27,-25,-25,-20,-15,-20,-25,-25,-22,-28,-31,-19,-22,-16,null
11/8/2020,-18,-21,-28,-18,-32,-28,-24,-25,-47,-26,-24,-33,-20,-27,-19,-17,-19,-22,-22,-17,-31,-30,-23,-26,-17,-20,-19,-20,-29,-19,-31,-29,-28,-23,-20,-20,-18,-28,-25,-25,-20,-15,-20,-25,-26,-21,-28,-31,-18,-21,-16,null
11/9/2020,-18,-22,-28,-18,-32,-28,-24,-25,-46,-27,-24,-33,-20,-28,-19,-17,-19,-22,-21,-17,-30,-30,-23,-27,-17,-19,-19,-20,-29,-19,-31,-29,-28,-23,-20,-20,-18,-28,-25,-24,-20,-15,-20,-25,-26,-21,-28,-31,-18,-21,-16,null
11/10/2020,-18,-22,-28,-18,-32,-29,-24,-24,-46,-27,-24,-32,-20,-27,-19,-17,-19,-21,-20,-17,-30,-30,-23,-27,-16,-19,-19,-20,-29,-19,-30,-29,-27,-23,-20,-20,-18,-28,-24,-24,-19,-15,-19,-25,-27,-21,-27,-31,-17,-21,-17,null
11/11/2020,-20,-24,-29,-19,-33,-30,-25,-25,-47,-29,-24,-35,-21,-28,-20,-18,-20,-22,-21,-19,-31,-31,-24,-28,-17,-20,-20,-21,-30,-21,-31,-30,-29,-24,-22,-21,-19,-29,-25,-26,-20,-17,-20,-26,-27,-22,-28,-32,-19,-22,-18,null
11/12/2020,-20,-24,-29,-19,-33,-30,-25,-25,-48,-30,-24,-35,-21,-28,-20,-19,-21,-22,-21,-19,-32,-32,-24,-29,-17,-20,-21,-21,-30,-21,-30,-31,-29,-25,-22,-21,-19,-29,-25,-27,-20,-17,-20,-26,-28,-22,-29,-32,-19,-22,-18,null
11/13/2020,-20,-24,-29,-19,-33,-30,-25,-25,-48,-30,-24,-35,-21,-28,-20,-19,-21,-22,-21,-19,-32,-32,-24,-29,-18,-21,-21,-21,-30,-21,-30,-31,-29,-25,-22,-21,-20,-29,-25,-27,-20,-17,-21,-26,-28,-22,-29,-32,-19,-22,-19,null
11/14/2020,-20,-24,-29,-19,-33,-31,-26,-25,-48,-29,-24,-35,-22,-28,-21,-19,-21,-22,-21,-20,-32,-32,-25,-29,-18,-21,-21,-21,-30,-22,-30,-31,-30,-25,-22,-22,-20,-29,-25,-27,-20,-18,-21,-26,-28,-23,-29,-32,-19,-22,-19,null
11/15/2020,-20,-24,-29,-20,-33,-31,-26,-26,-48,-29,-24,-35,-22,-29,-21,-20,-22,-23,-21,-20,-32,-32,-25,-30,-18,-22,-20,-22,-30,-22,-31,-31,-30,-25,-22,-22,-20,-29,-26,-28,-20,-18,-21,-26,-28,-24,-29,-32,-20,-23,-20,null
11/16/2020,-20,-24,-29,-20,-33,-31,-26,-26,-48,-27,-24,-35,-22,-29,-22,-20,-22,-23,-21,-20,-32,-32,-26,-30,-18,-22,-20,-22,-30,-22,-31,-32,-30,-25,-22,-23,-20,-30,-26,-28,-20,-18,-21,-26,-28,-24,-29,-32,-20,-23,-20,null
11/17/2020,-20,-25,-29,-20,-33,-31,-26,-26,-48,-27,-24,-35,-21,-30,-22,-20,-22,-23,-21,-20,-33,-33,-27,-30,-18,-22,-20,-21,-30,-22,-31,-32,-31,-25,-22,-23,-21,-30,-26,-28,-20,-17,-21,-26,-29,-25,-29,-32,-20,-23,-20,null
11/18/2020,-18,-23,-28,-20,-32,-31,-26,-25,-47,-25,-23,-32,-21,-29,-22,-20,-21,-22,-20,-18,-31,-31,-27,-29,-17,-21,-19,-21,-30,-21,-30,-32,-29,-24,-19,-22,-20,-29,-26,-26,-19,-16,-20,-25,-28,-24,-28,-31,-19,-22,-19,null
11/19/2020,-18,-23,-28,-20,-32,-31,-26,-25,-47,-25,-23,-32,-21,-29,-22,-20,-21,-22,-20,-18,-31,-31,-28,-29,-17,-22,-19,-21,-30,-21,-30,-33,-29,-23,-19,-23,-20,-30,-26,-26,-19,-16,-20,-25,-28,-25,-27,-32,-19,-22,-19,null
11/20/2020,-18,-23,-28,-20,-32,-31,-26,-25,-47,-25,-23,-31,-20,-29,-22,-20,-21,-23,-20,-18,-31,-31,-28,-29,-17,-21,-19,-21,-30,-21,-30,-34,-29,-23,-19,-23,-20,-30,-26,-26,-19,-16,-20,-25,-28,-25,-27,-32,-19,-23,-19,null
11/21/2020,-18,-24,-28,-20,-32,-31,-26,-25,-47,-25,-23,-31,-20,-29,-21,-19,-21,-23,-20,-18,-31,-31,-28,-30,-17,-21,-19,-20,-30,-20,-30,-35,-29,-23,-19,-22,-21,-30,-26,-26,-18,-16,-20,-25,-28,-24,-27,-32,-19,-23,-18,null
11/22/2020,-18,-24,-27,-20,-32,-32,-25,-25,-46,-24,-23,-31,-20,-29,-21,-19,-21,-23,-20,-18,-31,-31,-28,-30,-17,-21,-19,-20,-30,-20,-30,-36,-29,-22,-19,-22,-21,-31,-26,-26,-18,-15,-19,-25,-27,-24,-27,-33,-19,-22,-18,null
11/23/2020,-19,-24,-28,-21,-32,-32,-26,-25,-46,-25,-24,-31,-20,-29,-21,-19,-21,-23,-21,-19,-31,-31,-29,-30,-18,-21,-19,-20,-30,-20,-30,-37,-29,-23,-19,-22,-22,-32,-26,-26,-18,-16,-20,-26,-28,-24,-27,-33,-20,-23,-18,null
11/24/2020,-20,-24,-28,-22,-32,-33,-26,-25,-46,-26,-25,-31,-22,-30,-22,-20,-22,-24,-23,-19,-31,-31,-29,-31,-20,-22,-19,-21,-30,-21,-30,-37,-29,-23,-19,-23,-23,-32,-26,-26,-19,-16,-21,-28,-28,-25,-28,-33,-21,-23,-19,null
11/25/2020,-22,-25,-29,-24,-33,-34,-27,-26,-47,-27,-27,-31,-24,-31,-23,-21,-24,-25,-25,-20,-32,-31,-30,-32,-22,-23,-21,-22,-31,-22,-31,-38,-30,-24,-20,-24,-25,-33,-27,-27,-21,-17,-23,-29,-30,-26,-29,-34,-23,-25,-21,null
11/26/2020,-30,-32,-35,-33,-39,-41,-34,-33,-50,-35,-34,-37,-32,-37,-31,-29,-32,-33,-32,-29,-38,-38,-36,-39,-31,-31,-29,-31,-36,-31,-37,-44,-36,-32,-28,-32,-33,-39,-34,-34,-29,-26,-31,-37,-37,-34,-36,-40,-31,-33,-30,null
11/27/2020,-36,-35,-40,-38,-43,-44,-38,-36,-52,-39,-39,-41,-37,-41,-36,-34,-37,-37,-37,-34,-41,-42,-40,-43,-36,-37,-34,-36,-39,-36,-40,-47,-40,-37,-33,-37,-37,-43,-38,-38,-34,-31,-36,-41,-42,-38,-40,-43,-35,-37,-35,null
11/28/2020,-37,-36,-41,-39,-44,-45,-39,-37,-52,-40,-40,-41,-38,-42,-38,-36,-38,-38,-38,-35,-42,-43,-42,-44,-38,-37,-34,-37,-40,-37,-41,-48,-41,-38,-34,-38,-38,-43,-39,-39,-36,-32,-37,-43,-43,-39,-41,-44,-36,-38,-36,null
11/29/2020,-38,-36,-41,-39,-44,-46,-39,-37,-53,-40,-41,-41,-38,-43,-38,-36,-39,-39,-39,-35,-42,-43,-42,-44,-39,-38,-35,-38,-41,-37,-42,-48,-41,-39,-34,-38,-38,-44,-40,-40,-36,-33,-38,-43,-43,-39,-41,-44,-36,-38,-36,null
11/30/2020,-38,-36,-41,-38,-44,-45,-40,-38,-53,-40,-40,-41,-37,-43,-38,-36,-38,-39,-38,-35,-43,-44,-42,-44,-38,-37,-34,-37,-41,-37,-42,-48,-41,-39,-34,-39,-37,-44,-41,-40,-36,-32,-38,-42,-43,-39,-41,-44,-36,-38,-36,null
12/1/2020,-37,-36,-41,-37,-44,-44,-40,-37,-53,-39,-40,-41,-36,-42,-38,-36,-38,-39,-37,-35,-43,-44,-42,-44,-36,-37,-34,-36,-40,-37,-42,-47,-41,-39,-33,-40,-36,-44,-41,-40,-36,-32,-37,-41,-42,-39,-41,-44,-35,-37,-35,null
12/2/2020,-35,-35,-40,-34,-43,-44,-39,-36,-53,-37,-38,-41,-34,-41,-36,-34,-36,-38,-35,-34,-42,-43,-41,-43,-34,-35,-32,-35,-40,-36,-42,-46,-41,-37,-32,-39,-34,-43,-41,-39,-34,-30,-36,-39,-40,-37,-40,-44,-34,-35,-32,null
12/3/2020,-27,-28,-34,-26,-38,-37,-32,-29,-50,-30,-30,-34,-26,-35,-28,-25,-28,-31,-27,-25,-36,-37,-35,-36,-26,-27,-23,-26,-34,-28,-36,-40,-35,-30,-23,-31,-27,-37,-34,-32,-26,-21,-28,-32,-32,-30,-33,-38,-27,-27,-23,null
12/4/2020,-21,-24,-30,-21,-34,-34,-28,-26,-48,-25,-26,-31,-21,-31,-23,-20,-23,-26,-22,-21,-33,-33,-30,-32,-20,-21,-18,-21,-31,-23,-33,-36,-32,-25,-18,-26,-22,-33,-30,-28,-21,-15,-23,-27,-27,-25,-29,-34,-22,-22,-17,null
12/5/2020,-19,-23,-29,-19,-33,-33,-28,-26,-48,-24,-24,-30,-19,-29,-21,-18,-22,-25,-21,-21,-33,-33,-29,-31,-18,-20,-17,-19,-30,-24,-32,-34,-31,-24,-17,-25,-20,-31,-30,-29,-19,-14,-21,-25,-26,-24,-28,-33,-22,-20,-16,null
12/6/2020,-18,-23,-28,-18,-33,-32,-28,-25,-48,-24,-23,-30,-19,-29,-21,-18,-21,-24,-20,-21,-32,-33,-28,-31,-17,-19,-16,-19,-30,-24,-32,-33,-31,-23,-16,-25,-20,-31,-29,-29,-18,-13,-20,-25,-25,-25,-28,-33,-21,-20,-16,null
12/7/2020,-18,-23,-28,-18,-33,-32,-27,-25,-48,-24,-23,-30,-19,-29,-20,-18,-21,-24,-20,-22,-32,-33,-28,-31,-17,-19,-16,-18,-30,-24,-32,-33,-31,-23,-16,-24,-20,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-33,-21,-20,-15,null
12/8/2020,-18,-22,-28,-18,-33,-32,-27,-25,-47,-24,-23,-29,-19,-28,-20,-17,-21,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-32,-20,-20,-15,null
12/9/2020,-18,-22,-28,-18,-33,-31,-27,-25,-47,-24,-23,-29,-19,-28,-20,-17,-21,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-32,-20,-20,-15,null
12/10/2020,-18,-22,-29,-18,-34,-31,-27,-26,-47,-24,-23,-29,-19,-28,-20,-17,-20,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-24,-25,-28,-32,-20,-19,-15,null
12/11/2020,-18,-22,-29,-18,-34,-32,-27,-26,-47,-24,-23,-29,-19,-28,-20,-17,-20,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-32,-20,-19,-15,null
12/12/2020,-18,-22,-29,-18,-35,-32,-26,-26,-47,-24,-23,-30,-19,-28,-20,-18,-21,-24,-20,-20,-31,-32,-28,-31,-17,-19,-16,-19,-30,-23,-31,-32,-30,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-33,-20,-20,-15,null
12/13/2020,-18,-22,-29,-19,-35,-33,-26,-25,-46,-24,-23,-30,-19,-28,-20,-18,-21,-24,-20,-20,-31,-32,-27,-31,-17,-19,-16,-19,-30,-23,-31,-32,-30,-23,-16,-23,-21,-31,-29,-29,-18,-13,-20,-25,-25,-24,-28,-33,-20,-20,-16,null
12/14/2020,-18,-22,-29,-19,-35,-33,-26,-26,-47,-24,-23,-29,-19,-28,-20,-17,-21,-24,-20,-19,-31,-32,-27,-31,-17,-19,-16,-19,-31,-23,-31,-32,-30,-23,-16,-23,-22,-31,-29,-29,-19,-13,-20,-25,-25,-24,-28,-33,-20,-20,-15,null
